location_id,candidate_id,requested_lat,requested_lng,pano_lat,pano_lng,capture_date,capture_year,pano_id,road_heading,copyright,metadata_status,cell_id,x_m,y_m,image_id,heading_set,images_per_location,direction_index,direction_label,heading_strategy,image_heading,image_pitch,image_fov,image_width,image_height,batch_number,batch_id,batch_location_index,image_file,image_url,image_downloaded,download_status,download_error
00926f0b4662785730eba03ac6bf66e35be263f6,e9ea5b57ac4a91b5a597b51eaea21cfd372ae50c,-15.835976648536803,-47.91615796157078,-15.83593580803362,-47.91614179255521,2024-12,2024,Bs5D3fu__bTFX8eBugME3g,231.54310657974736,© Google,OK,7_4,187626.84702197576,8247037.223744532,37572dfc6aabcb30302dbe737af13a0dadfbb623,cardinal,4,0,0_deg_north,cardinal,0,0,90,640,640,5,batch_0005,1,datasets/df_2024_uniform/batch_0005/images/37572dfc6aabcb30302dbe737af13a0dadfbb623.jpg,https://raw.githubusercontent.com/GUIA-DD/dataset-streetview/refs/heads/main/datasets/df_2024_uniform/batch_0005/images/37572dfc6aabcb30302dbe737af13a0dadfbb623.jpg,True,downloaded,
00926f0b4662785730eba03ac6bf66e35be263f6,e9ea5b57ac4a91b5a597b51eaea21cfd372ae50c,-15.835976648536803,-47.91615796157078,-15.83593580803362,-47.91614179255521,2024-12,2024,Bs5D3fu__bTFX8eBugME3g,231.54310657974736,© Google,OK,7_4,187626.84702197576,8247037.223744532,83a4c3b2a2d0dc90aa5e1c0fcd749552887fb258,cardinal,4,1,90_deg_east,cardinal,90,0,90,640,640,5,batch_0005,2,datasets/df_2024_uniform/batch_0005/images/83a4c3b2a2d0dc90aa5e1c0fcd749552887fb258.jpg,https://raw.githubusercontent.com/GUIA-DD/dataset-streetview/refs/heads/main/datasets/df_2024_uniform/batch_0005/images/83a4c3b2a2d0dc90aa5e1c0fcd749552887fb258.jpg,True,downloaded,
00926f0b4662785730eba03ac6bf66e35be263f6,e9ea5b57ac4a91b5a597b51eaea21cfd372ae50c,-15.835976648536803,-47.91615796157078,-15.83593580803362,-47.91614179255521,2024-12,2024,Bs5D3fu__bTFX8eBugME3g,231.54310657974736,© Google,OK,7_4,187626.84702197576,8247037.223744532,8e4ecf399081531d5614ed386329ba97cbf41bb8,cardinal,4,2,180_deg_south,cardinal,180,0,90,640,640,5,batch_0005,3,datasets/df_2024_uniform/batch_0005/images/8e4ecf399081531d5614ed386329ba97cbf41bb8.jpg,https://raw.githubusercontent.com/GUIA-DD/dataset-streetview/refs/heads/main/datasets/df_2024_uniform/batch_0005/images/8e4ecf399081531d5614ed386329ba97cbf41bb8.jpg,True,downloaded,
00926f0b4662785730eba03ac6bf66e35be263f6,e9ea5b57ac4a91b5a597b51eaea21cfd372ae50c,-15.835976648536803,-47.91615796157078,-15.83593580803362,-47.91614179255521,2024-12,2024,Bs5D3fu__bTFX8eBugME3g,231.54310657974736,© Google,OK,7_4,187626.84702197576,8247037.223744532,204cac440e57c2019c100f9c89734a9ce33146b9,cardinal,4,3,270_deg_west,cardinal,270,0,90,640,640,5,batch_0005,4,datasets/df_2024_uniform/batch_0005/images/204cac440e57c2019c100f9c89734a9ce33146b9.jpg,https://raw.githubusercontent.com/GUIA-DD/dataset-streetview/refs/heads/main/datasets/df_2024_uniform/batch_0005/images/204cac440e57c2019c100f9c89734a9ce33146b9.jpg,True,downloaded,
00a8614e493379ae67385f61fea8c747c65a99d8,1411d79ef2dfadcc96fa7f2105923c859e9a23e0,-15.83741986271508,-47.81512201500959,-15.83741314141718,-47.81517927611033,2024-12,2024,VVlKczilrgmhADwX8Cf8mA,135.05505411812393,© Google,OK,9_4,198459.3651639036,8247025.362113546,84ff38acee4631f12c6ce2a034d823668ee456ee,cardinal,4,0,0_deg_north,cardinal,0,0,90,640,640,5,batch_0005,5,datasets/df_2024_uniform/batch_0005/images/84ff38acee4631f12c6ce2a034d823668ee456ee.jpg,https://raw.githubusercontent.com/GUIA-DD/dataset-streetview/refs/heads/main/datasets/df_2024_uniform/batch_0005/images/84ff38acee4631f12c6ce2a034d823668ee456ee.jpg,True,downloaded,
00a8614e493379ae67385f61fea8c747c65a99d8,1411d79ef2dfadcc96fa7f2105923c859e9a23e0,-15.83741986271508,-47.81512201500959,-15.83741314141718,-47.81517927611033,2024-12,2024,VVlKczilrgmhADwX8Cf8mA,135.05505411812393,© Google,OK,9_4,198459.3651639036,8247025.362113546,26df38def2109c101a3b6db9957083ee83053002,cardinal,4,1,90_deg_east,cardinal,90,0,90,640,640,5,batch_0005,6,datasets/df_2024_uniform/batch_0005/images/26df38def2109c101a3b6db9957083ee83053002.jpg,https://raw.githubusercontent.com/GUIA-DD/dataset-streetview/refs/heads/main/datasets/df_2024_uniform/batch_0005/images/26df38def2109c101a3b6db9957083ee83053002.jpg,True,downloaded,
00a8614e493379ae67385f61fea8c747c65a99d8,1411d79ef2dfadcc96fa7f2105923c859e9a23e0,-15.83741986271508,-47.81512201500959,-15.83741314141718,-47.81517927611033,2024-12,2024,VVlKczilrgmhADwX8Cf8mA,135.05505411812393,© Google,OK,9_4,198459.3651639036,8247025.362113546,1bccd0f9b75924cf0c1946c5e626d7b277229be8,cardinal,4,2,180_deg_south,cardinal,180,0,90,640,640,5,batch_0005,7,datasets/df_2024_uniform/batch_0005/images/1bccd0f9b75924cf0c1946c5e626d7b277229be8.jpg,https://raw.githubusercontent.com/GUIA-DD/dataset-streetview/refs/heads/main/datasets/df_2024_uniform/batch_0005/images/1bccd0f9b75924cf0c1946c5e626d7b277229be8.jpg,True,downloaded,
00a8614e493379ae67385f61fea8c747c65a99d8,1411d79ef2dfadcc96fa7f2105923c859e9a23e0,-15.83741986271508,-47.81512201500959,-15.83741314141718,-47.81517927611033,2024-12,2024,VVlKczilrgmhADwX8Cf8mA,135.05505411812393,© Google,OK,9_4,198459.3651639036,8247025.362113546,67fb6e85603a9d880b8071ba209698694672553f,cardinal,4,3,270_deg_west,cardinal,270,0,90,640,640,5,batch_0005,8,datasets/df_2024_uniform/batch_0005/images/67fb6e85603a9d880b8071ba209698694672553f.jpg,https://raw.githubusercontent.com/GUIA-DD/dataset-streetview/refs/heads/main/datasets/df_2024_uniform/batch_0005/images/67fb6e85603a9d880b8071ba209698694672553f.jpg,True,downloaded,
023735a0404034e3bc5f15a320e3bb014ea54b84,d0f4839f53fb0ed868c4a9354eae29bdc8af70d1,-15.83697285727538,-48.017667633946,-15.83697755358828,-48.01765342151577,2024-06,2024,QXhv-RFLEovVwsrue3m6lA,333.4921597297661,© Google,OK,5_4,176746.44105112337,8246772.990059826,b33a6c1a8ce95044a7e0030f9eaff38e23fe8853,cardinal,4,0,0_deg_north,cardinal,0,0,90,640,640,5,batch_0005,9,datasets/df_2024_uniform/batch_0005/images/b33a6c1a8ce95044a7e0030f9eaff38e23fe8853.jpg,https://raw.githubusercontent.com/GUIA-DD/dataset-streetview/refs/heads/main/datasets/df_2024_uniform/batch_0005/images/b33a6c1a8ce95044a7e0030f9eaff38e23fe8853.jpg,True,downloaded,
023735a0404034e3bc5f15a320e3bb014ea54b84,d0f4839f53fb0ed868c4a9354eae29bdc8af70d1,-15.83697285727538,-48.017667633946,-15.83697755358828,-48.01765342151577,2024-06,2024,QXhv-RFLEovVwsrue3m6lA,333.4921597297661,© Google,OK,5_4,176746.44105112337,8246772.990059826,ca263e6cfafe3829dd636adc373264101f03164d,cardinal,4,1,90_deg_east,cardinal,90,0,90,640,640,5,batch_0005,10,datasets/df_2024_uniform/batch_0005/images/ca263e6cfafe3829dd636adc373264101f03164d.jpg,https://raw.githubusercontent.com/GUIA-DD/dataset-streetview/refs/heads/main/datasets/df_2024_uniform/batch_0005/images/ca263e6cfafe3829dd636adc373264101f03164d.jpg,True,downloaded,
023735a0404034e3bc5f15a320e3bb014ea54b84,d0f4839f53fb0ed868c4a9354eae29bdc8af70d1,-15.83697285727538,-48.017667633946,-15.83697755358828,-48.01765342151577,2024-06,2024,QXhv-RFLEovVwsrue3m6lA,333.4921597297661,© Google,OK,5_4,176746.44105112337,8246772.990059826,e6e4db63497ff1e86ecd193b572a36b7c742724f,cardinal,4,2,180_deg_south,cardinal,180,0,90,640,640,5,batch_0005,11,datasets/df_2024_uniform/batch_0005/images/e6e4db63497ff1e86ecd193b572a36b7c742724f.jpg,https://raw.githubusercontent.com/GUIA-DD/dataset-streetview/refs/heads/main/datasets/df_2024_uniform/batch_0005/images/e6e4db63497ff1e86ecd193b572a36b7c742724f.jpg,True,downloaded,
023735a0404034e3bc5f15a320e3bb014ea54b84,d0f4839f53fb0ed868c4a9354eae29bdc8af70d1,-15.83697285727538,-48.017667633946,-15.83697755358828,-48.01765342151577,2024-06,2024,QXhv-RFLEovVwsrue3m6lA,333.4921597297661,© Google,OK,5_4,176746.44105112337,8246772.990059826,cfab4c26509d3ec5970ea19ae2b21e10a1ea1801,cardinal,4,3,270_deg_west,cardinal,270,0,90,640,640,5,batch_0005,12,datasets/df_2024_uniform/batch_0005/images/cfab4c26509d3ec5970ea19ae2b21e10a1ea1801.jpg,https://raw.githubusercontent.com/GUIA-DD/dataset-streetview/refs/heads/main/datasets/df_2024_uniform/batch_0005/images/cfab4c26509d3ec5970ea19ae2b21e10a1ea1801.jpg,True,downloaded,
0279ca6c5aee9fe10349039f8e4bb766d7f958e7,2c56ed32bcc89c259d56ef481ed621fb0ed00aad,-15.831213861233616,-48.14608295818613,-15.83120676756166,-48.14610664109111,2026-02,2026,iQZuQXKxG10jg8AMl6SZfA,297.4420114540105,© Google,OK,2_4,162969.3715085916,8247208.539492189,e47adaa661fc1a3bd1bf1c13607236f9fee25f81,cardinal,4,0,0_deg_north,cardinal,0,0,90,640,640,5,batch_0005,13,datasets/df_2024_uniform/batch_0005/images/e47adaa661fc1a3bd1bf1c13607236f9fee25f81.jpg,https://raw.githubusercontent.com/GUIA-DD/dataset-streetview/refs/heads/main/datasets/df_2024_uniform/batch_0005/images/e47adaa661fc1a3bd1bf1c13607236f9fee25f81.jpg,True,downloaded,
0279ca6c5aee9fe10349039f8e4bb766d7f958e7,2c56ed32bcc89c259d56ef481ed621fb0ed00aad,-15.831213861233616,-48.14608295818613,-15.83120676756166,-48.14610664109111,2026-02,2026,iQZuQXKxG10jg8AMl6SZfA,297.4420114540105,© Google,OK,2_4,162969.3715085916,8247208.539492189,2eef0a6c183e0c0bca29c2a1b40879034e2c9f8d,cardinal,4,1,90_deg_east,cardinal,90,0,90,640,640,5,batch_0005,14,datasets/df_2024_uniform/batch_0005/images/2eef0a6c183e0c0bca29c2a1b40879034e2c9f8d.jpg,https://raw.githubusercontent.com/GUIA-DD/dataset-streetview/refs/heads/main/datasets/df_2024_uniform/batch_0005/images/2eef0a6c183e0c0bca29c2a1b40879034e2c9f8d.jpg,True,downloaded,
0279ca6c5aee9fe10349039f8e4bb766d7f958e7,2c56ed32bcc89c259d56ef481ed621fb0ed00aad,-15.831213861233616,-48.14608295818613,-15.83120676756166,-48.14610664109111,2026-02,2026,iQZuQXKxG10jg8AMl6SZfA,297.4420114540105,© Google,OK,2_4,162969.3715085916,8247208.539492189,d62636ba73a652b310d8e8d9c94efa42ab782bac,cardinal,4,2,180_deg_south,cardinal,180,0,90,640,640,5,batch_0005,15,datasets/df_2024_uniform/batch_0005/images/d62636ba73a652b310d8e8d9c94efa42ab782bac.jpg,https://raw.githubusercontent.com/GUIA-DD/dataset-streetview/refs/heads/main/datasets/df_2024_uniform/batch_0005/images/d62636ba73a652b310d8e8d9c94efa42ab782bac.jpg,True,downloaded,
0279ca6c5aee9fe10349039f8e4bb766d7f958e7,2c56ed32bcc89c259d56ef481ed621fb0ed00aad,-15.831213861233616,-48.14608295818613,-15.83120676756166,-48.14610664109111,2026-02,2026,iQZuQXKxG10jg8AMl6SZfA,297.4420114540105,© Google,OK,2_4,162969.3715085916,8247208.539492189,57e9d3616317f7b1555bc43d1398a8e7535b96aa,cardinal,4,3,270_deg_west,cardinal,270,0,90,640,640,5,batch_0005,16,datasets/df_2024_uniform/batch_0005/images/57e9d3616317f7b1555bc43d1398a8e7535b96aa.jpg,https://raw.githubusercontent.com/GUIA-DD/dataset-streetview/refs/heads/main/datasets/df_2024_uniform/batch_0005/images/57e9d3616317f7b1555bc43d1398a8e7535b96aa.jpg,True,downloaded,
035684132601fe8ad3100695c54deecd6d09c7dd,2e93cd6942b409ea3211fb2c8af10aef02ad3ca6,-15.667902850160123,-48.199395200109855,-15.66791480345891,-48.19938154009434,2024-08,2024,ZR9Sm2XspKu-nlM9QCKpNA,101.18266552237624,© Google,OK,1_8,156978.68804814096,8265210.432474308,d658981bc9486f8d17fe2f83f3061d91135e5632,cardinal,4,0,0_deg_north,cardinal,0,0,90,640,640,5,batch_0005,17,datasets/df_2024_uniform/batch_0005/images/d658981bc9486f8d17fe2f83f3061d91135e5632.jpg,https://raw.githubusercontent.com/GUIA-DD/dataset-streetview/refs/heads/main/datasets/df_2024_uniform/batch_0005/images/d658981bc9486f8d17fe2f83f3061d91135e5632.jpg,True,downloaded,
035684132601fe8ad3100695c54deecd6d09c7dd,2e93cd6942b409ea3211fb2c8af10aef02ad3ca6,-15.667902850160123,-48.199395200109855,-15.66791480345891,-48.19938154009434,2024-08,2024,ZR9Sm2XspKu-nlM9QCKpNA,101.18266552237624,© Google,OK,1_8,156978.68804814096,8265210.432474308,cbef09aaf365340806833ab9d28984eadbcad28f,cardinal,4,1,90_deg_east,cardinal,90,0,90,640,640,5,batch_0005,18,datasets/df_2024_uniform/batch_0005/images/cbef09aaf365340806833ab9d28984eadbcad28f.jpg,https://raw.githubusercontent.com/GUIA-DD/dataset-streetview/refs/heads/main/datasets/df_2024_uniform/batch_0005/images/cbef09aaf365340806833ab9d28984eadbcad28f.jpg,True,downloaded,
